PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
1.7535407575202946,-0.27150849939250105,-0.19563911970694708,1.481020727840704,0.15388350850290602,0.6490765347169971,0.17630916144505954,-0.0027517436588840316
0.11881337391122186,-0.3749999136545546,1.1319912584507477,-0.756061787391785,0.2819305781347221,-0.3668951880027931,-0.3433741879348929,0.8265419168859648
-0.6980207852064236,0.573268686389032,0.5799433101535555,-0.03622809748083533,0.9251256174143432,0.15140195381972132,-0.46968684884783846,0.7632869890071577
-0.7728122224833153,0.40060035709061226,-0.2546913025456101,0.8051297102172573,-0.13889610348680473,0.6228281845675115,0.053048492832563424,1.0683655905551777
-1.6123171599333184,0.9862265025553846,0.14909613121614168,-0.226127671763122,0.2707884642452486,0.9379487977979533,0.28512524601553985,-0.6288784672644903
-0.05550683444917062,-0.08106899137053387,0.4988814052120313,-0.4811304225045907,-0.3035572683999654,0.25150430411006247,-0.4086885976952165,-0.26770427859623497
-2.0338591653032023,0.6110771742420535,0.5462943908596769,0.05747887452840572,-0.049688742252397,-0.3330635527561439,-0.6126663217731732,0.6708309825724991
1.7392305649596684,0.7358604901677844,2.8826275987835004,0.47257425740316394,-1.5814530276642271,-0.7225521654556735,-0.0442833242660161,-0.019477218236260474
0.3271850165805817,-2.856188503036778,-1.6955657925746115,0.3806650047697284,0.972033575650376,-0.6471810125315676,0.14793204003734856,-0.1413274158274833
1.1209014805376791,1.5433731490169387,1.3022325547315492,1.5764063573031801,-0.03986097024149726,0.4571326998909147,-0.0949897088393725,-0.07274290566348493
-2.21369444219586,0.300629867826059,-0.7240158057049152,-0.08345926452879905,0.39115120672406334,0.7934265518498078,0.3325594226030263,-0.4392246617289365
2.199075489448086,3.1029007539268263,-2.3665365608003874,-1.0493234171140764,0.25056627073620596,-1.1262187664347798,-0.2984431776014977,-0.5737163076646857
-2.0241147130965875,0.21969410347604712,0.5141448804602942,0.028211321684395496,-1.196261931586582,-0.4148204767152889,-0.5802888305872833,0.4689626642222964
-2.331752511220626,0.18748377499452196,0.018874986413887018,0.31931373736173463,-0.20107159718432085,-0.5181674683900607,-0.13263315990853936,-0.007622420065582974
-0.1993809038261765,-0.7491560511397259,-0.8574080168005918,1.9304881101942089,0.5885788497319022,-1.037934206626045,-0.3940914296116586,-0.29509815965116776
1.407600212438399,0.7066660905455261,-0.9828284994744947,0.8028908904584543,0.9113096857660408,-0.8723445906307976,-0.29838153216880764,-0.26565556849534727
-0.27196130106542626,0.8340465917728718,0.6765108215003393,-0.27687359174855125,1.312802398014677,0.6247404789222167,-0.06745850128107315,0.011606654249079279
-2.713283650318532e-05,-1.9114259565478555,-0.33239623120766926,-0.5157775762649326,-0.6411462295497827,-0.6274508747309745,-0.17439120514616407,-0.13683094434150295
-1.333532425067953,-0.9529436463045776,-1.87226292007036,0.05212655590516621,-1.4307729565860794,1.648241522841353,0.035122847063868604,-0.37004830431649266
-0.43044813386431413,-0.7989570159169922,0.5133889083655022,-0.47071485980659156,-0.3620292752050978,-0.4582274345299894,0.11098637981855142,0.10990945082393097
